,Name,Categories,Distance,Latitude,Longitude,Id,Neighborhood,Likes,Rating
155,Cooked,Coffee Shop,947,-33.90712279784909,18.418205335202128,566da475498ed2e93de35c6c,Atlantic Seaboard,19,No Rating Yet
156,Two Oceans Aquarium,Aquarium,882,-33.90801318736242,18.417792260484756,4b921942f964a52022e733e3,Atlantic Seaboard,348,No Rating Yet
157,Blackheath Lodge,Bed & Breakfast,998,-33.910203631646795,18.39769676782069,4cd87a9551fc8cfaf9c0e95d,Atlantic Seaboard,12,No Rating Yet
158,Villa Zest,Hotel,513,-33.91065240884474,18.413980916920085,4cc30fdf82388cfa6d016535,Atlantic Seaboard,4,No Rating Yet
159,Casa Blanca Night Club,Nightclub,594,-33.90785128623892,18.414458531192704,4efa38e777c8e88f4a2fb5a8,Atlantic Seaboard,7,No Rating Yet
160,Ashanti Lodge - Greenpoint,Hostel,731,-33.909241185480425,18.400622335368308,4c70026eb5fe9521bf666311,Atlantic Seaboard,4,No Rating Yet
161,Spa - The One&Only Cape Town,Spa,707,-33.909397635651644,18.41613829135895,4ffaf456e4b0f1c61a21597c,Atlantic Seaboard,6,No Rating Yet
162,Village Café,Breakfast Spot,971,-33.9154162518468,18.416634829715253,4ba5d64af964a520fb2439e3,Atlantic Seaboard,20,No Rating Yet
163,Brew,Coffee Shop,321,-33.90864760240377,18.411647197187428,51dfc3b4498e5c0fc354cdbb,Atlantic Seaboard,5,No Rating Yet
164,Best Of Asia,Sushi Restaurant,249,-33.90779360842176,18.40950037713233,4f802e61e4b0bf6cc926c85f,Atlantic Seaboard,10,No Rating Yet
165,Jade,Nightclub,430,-33.909467050957275,18.413132165910124,4bca16c4511f95211e00afc7,Atlantic Seaboard,15,No Rating Yet
166,Vista Bar - The One&Only Cape Town,Hotel Bar,738,-33.908906174034726,18.416411431018613,4de12a1b8877aab7fe5c99c6,Atlantic Seaboard,10,No Rating Yet
167,V&A Marina Apartments,Hotel,820,-33.910357633603894,18.4173671207318,4cc196d8668db60c18a814b4,Atlantic Seaboard,24,No Rating Yet
168,Sunflower Stop Hostel Cape Town,Hostel,467,-33.907974514213336,18.403996295373343,4be197068dd062b5d4653e3c,Atlantic Seaboard,5,No Rating Yet
169,Beefcakes,Gay Bar,968,-33.914110717536374,18.417665632044674,4b504a72f964a520e31f27e3,Atlantic Seaboard,50,No Rating Yet
170,Noon Gun,Scenic Lookout,664,-33.915270039792034,18.41158924505828,4bd2bdbaa8b3a5938173685f,Atlantic Seaboard,6,No Rating Yet
171,The Foundry,Shopping Mall,976,-33.91222960021183,18.41868276606886,4c7ca6f283a7bfb7b65696f8,Atlantic Seaboard,23,No Rating Yet
172,Nobu - The One&Only Cape Town,Japanese Restaurant,742,-33.908877907255565,18.41644643730385,4b72f54ff964a5202d922de3,Atlantic Seaboard,91,No Rating Yet
173,Beluga,Sushi Restaurant,950,-33.91243967919306,18.418321047644554,4bdd96b339b4c9288c681193,Atlantic Seaboard,234,No Rating Yet
174,Sloppy Sam,Mediterranean Restaurant,870,-33.913184179999995,18.417037,4b6c4970f964a520f22d2ce3,Atlantic Seaboard,7,No Rating Yet
175,Glasshouse,Cosmetics Shop,982,-33.912564333647914,18.41862835433733,4be6ae2a8a8cb7138980c4a0,Atlantic Seaboard,6,No Rating Yet
176,Vista Marina,Mediterranean Restaurant,907,-33.908045,18.418070999999998,58b7fface9efba3ce673ff4b,Atlantic Seaboard,8,No Rating Yet
177,KFC,Fast Food Restaurant,955,-33.91399902364156,18.417570010826413,4bf6726babdaef3ba042a184,Atlantic Seaboard,13,No Rating Yet
178,VIVA CAFE,Tapas Restaurant,807,-33.913454732863215,18.416100680577685,50c1e502e4b0eb146376ddb4,Atlantic Seaboard,11,No Rating Yet
179,Commodore Hotel,Hotel,907,-33.90628686367284,18.41732509731191,4c33ec27213c2d7f8ecf375d,Atlantic Seaboard,60,No Rating Yet
180,Marios,Restaurant,285,-33.90818818771397,18.41082427787595,4cd59c3276ab721e8f346e6a,Atlantic Seaboard,2,No Rating Yet
181,Cafe Extrablatt,Café,299,-33.908380691796275,18.41119741939031,4e8c82ba93adecfdb96c7047,Atlantic Seaboard,41,No Rating Yet
182,Bo-kaap Kombuis,Restaurant,945,-33.91754754196031,18.41290115837862,4d14ed8a8312236a54774eba,Atlantic Seaboard,22,No Rating Yet
183,Craft Market & Wellness Centre,Arts & Crafts Store,983,-33.90689790483063,18.418520389459058,4cdc05d5c409b60cd211d81a,Atlantic Seaboard,21,No Rating Yet
184,Romney Park All Suite Hotel & Spa,Hotel,538,-33.909917948355385,18.402679378200286,4b4f857af964a520e60927e3,Atlantic Seaboard,8,No Rating Yet
185,Table Thirteen,Restaurant,896,-33.91254117456231,18.41765820350372,4b878014f964a52021c131e3,Atlantic Seaboard,10,No Rating Yet
186,Protea Hotel by Marriott Cape Town Victoria Junction,Hotel,870,-33.912731821146664,18.417278214965336,5b48591cc9a51700396a6f6a,Atlantic Seaboard,1,No Rating Yet
187,Bootlegger Coffee Company,Coffee Shop,451,-33.909503961773105,18.413368811299573,59ef4d0f92e7a94da77d450f,Atlantic Seaboard,13,No Rating Yet
188,Vida e Caffe Prestwich Street,Coffee Shop,963,-33.91287069130057,18.418289990305126,4fa8abffe4b08ab44fa539d8,Atlantic Seaboard,6,No Rating Yet
189,Protea Breakwater Lodge,Hotel,690,-33.9078499,18.415570300000002,4bcf6d830ffdce72d077b2c0,Atlantic Seaboard,39,No Rating Yet
190,Primi Oxford Hotel,Hotel,532,-33.910797678362385,18.41416199474988,4fff64fee4b0bc634560cc0a,Atlantic Seaboard,5,No Rating Yet
191,The Portswood Hotel,Hotel,966,-33.90600232934396,18.41786970331059,4b841e78f964a520fe2131e3,Atlantic Seaboard,13,No Rating Yet
192,"Limnos Bakery, Green Point",Bakery,951,-33.91392437913351,18.417568300868048,4bf4373d354e9c74d1b72602,Atlantic Seaboard,10,No Rating Yet
193,ZAR,Nightclub,363,-33.90873356475382,18.41219281698066,4d699c05de28224bb48545be,Atlantic Seaboard,2,No Rating Yet
194,Parkrun Greenpoint,Athletics & Sports,376,-33.90682623948012,18.406750277013906,52c7a17611d24f384e8bceda,Atlantic Seaboard,2,No Rating Yet
195,Cape Town Station,Train Station,472,-33.90991887680646,18.40338911809662,4f48de60e4b03377e79bb487,Atlantic Seaboard,1,No Rating Yet
196,Green Point Athletics Stadium,Athletics & Sports,551,-33.9049248813975,18.40872062697053,553ced52498e35c7182a0db2,Atlantic Seaboard,3,No Rating Yet
197,Protea Hotel Victoria Junction,Hotel,873,-33.9129568203657,18.417193746170238,4c55ca9d30f92d7fa38bbbbc,Atlantic Seaboard,47,No Rating Yet
198,Shoreline Cafe @ Two Oceans Aquarium,Café,898,-33.90812704951602,18.41800028199086,4bbdb1e7a8cf76b09607b2fd,Atlantic Seaboard,4,No Rating Yet
199,Kingslyn Boutique Guesthouse,Hotel,593,-33.908924102783196,18.40218162536621,4ed242b6b634dd2993b81466,Atlantic Seaboard,5,No Rating Yet
200,Kauai : Point Virgin Active,Juice Bar,627,-33.906501436941326,18.403065593323273,4d91ed829acaa143879ef2f0,Atlantic Seaboard,3,No Rating Yet
201,Protea Hotel Cape Castle,Hotel,644,-33.91148046886514,18.41520547676504,4e3a8d5c1495c19cfbc44cd7,Atlantic Seaboard,6,No Rating Yet
202,Antrim Villa,Hotel,648,-33.908784963679516,18.40160301790957,4d60af66b6b9a1cd50fe7e51,Atlantic Seaboard,2,No Rating Yet
203,Greenpoint Tennis Club,Tennis Court,757,-33.9065244270183,18.40137243867734,4f27a86ee4b052a5c81715d0,Atlantic Seaboard,1,No Rating Yet
204,Head South Lodge,Hotel,788,-33.90837492862212,18.400157020207818,4bce2588c564ef3b87c0edf0,Atlantic Seaboard,3,No Rating Yet
205,Green Point Adventure Play Park,Park,824,-33.9049,18.4019,55c5da2b498e17a6c59bd016,Atlantic Seaboard,4,No Rating Yet
206,MyCiti Bus Station Granger Bay,Bus Station,836,-33.904443024588815,18.414753445707337,4dda6d311838b8561d2f8f22,Atlantic Seaboard,0,No Rating Yet
207,The Ring Boxing Club,Gym / Fitness Center,994,-33.905889,18.398865,515e5278e4b05bf8813cb471,Atlantic Seaboard,0,No Rating Yet
208,Ashley's,Diner,612,-33.91162392300551,18.552042018294113,4bf90e4c5ec320a1aea789d3,Goodwood,20,No Rating Yet
209,Grand West Hotel,Hotel,733,-33.91245982452779,18.54537439514585,4cea99ce948f224bc05efc5d,Goodwood,1,No Rating Yet
210,Tomahawk Spur,Steakhouse,732,-33.91250095793893,18.545507736215992,4d8b8e627139b1f74eb3e2d4,Goodwood,1,No Rating Yet
211,KFC,Fast Food Restaurant,652,-33.9124,18.5477,4ec2a75146901113fe4d590e,Goodwood,1,No Rating Yet
212,Goodwood Sports Club,Cricket Ground,228,-33.904781138504504,18.54819775802311,4c26146f5c5ca593ff6a45fe,Goodwood,1,No Rating Yet
213,KFC,Fast Food Restaurant,647,-33.91231861899807,18.547489098495337,4dcaade3fa7684db0906a2e1,Goodwood,1,No Rating Yet
214,Debonairs Pizza,Pizza Place,638,-33.912401308406984,18.549417930413483,4ddd415322713339cd28b719,Goodwood,2,No Rating Yet
215,Simply Asia,Thai Restaurant,746,-33.91263981265898,18.54548454646108,4de8ae1d1f6e9b5377122333,Goodwood,0,No Rating Yet
216,Goodwood Mall,Shopping Mall,747,-33.91261875856669,18.545420350441663,4c7d1f353e90a1cdb75544be,Goodwood,2,No Rating Yet
217,Magic Bowling,Bowling Alley,747,-33.91262854167082,18.545443964393613,4d84a21c5ad3a0935027d3fd,Goodwood,4,No Rating Yet
218,Zakspeed,Electronics Store,811,-33.913167691177556,18.54519467465198,4c9dab0e03133704e65b61d5,Goodwood,2,No Rating Yet
219,Estoril Superette,Convenience Store,966,-33.91097336550683,18.558256532108057,4daacf3943a11281970097cb,Goodwood,0,No Rating Yet
220,Pick n Pay Goodwood Mall,Grocery Store,969,-33.910901545631376,18.539994414479533,4d8b409d26a36ea8b9d204ae,Goodwood,1,No Rating Yet
221,KFC Protea Heights,Fried Chicken Joint,568,-33.8802,18.7051,56ec538f498ef3bb006b51f0,Brackenfell,1,No Rating Yet
222,Brackenfell Supermarket,Convenience Store,431,-33.88490949,18.69590453,4de0c6efc65bcc724f47a55e,Brackenfell,1,No Rating Yet
223,Greenfields Pub,Pub,609,-33.88117592304591,18.70619773864746,4ce1bf353644a09300bf5e9f,Brackenfell,0,No Rating Yet
224,The Lighthouse Cafe,Café,175,-34.193163993654586,18.43135689901424,514d8bffe4b091940a1725ea,Simons Town,57,No Rating Yet
225,Monocle & Mermaid,Café,21,-34.193270586211405,18.433466871660144,545e3eca498e7ab0f02e0435,Simons Town,18,No Rating Yet
226,The Sweetest Thing,Café,249,-34.19317047351982,18.43055182667423,4bbb4de63db7b713a626249a,Simons Town,9,No Rating Yet
227,Saveur Restaurant,Seafood Restaurant,85,-34.192911526213344,18.432391332695282,54ad0e2b498ed6d6c86153cc,Simons Town,23,No Rating Yet
228,The Meeting Place,Café,116,-34.193254130109054,18.43200765819856,4baf22c5f964a52011ed3be3,Simons Town,11,No Rating Yet
229,Jubilee Square,Plaza,2,-34.193203597618705,18.43325841187448,4d1b45f35acb721ed0f30cb2,Simons Town,6,No Rating Yet
230,The 2'6 Pence,Pub,201,-34.19315718210969,18.431073556333466,4d190352816af04d793e5ac2,Simons Town,5,No Rating Yet
231,Salty Sea Dog,Seafood Restaurant,83,-34.19290297025501,18.432423161256683,4c5ff05190b2c9b6d2883b22,Simons Town,24,No Rating Yet
232,Shell,Gas Station,458,-34.19273559,18.42831778,50211180e4b05f2aebf5b7c4,Simons Town,0,No Rating Yet
233,Cafe Pescado,Italian Restaurant,40,-34.1934707511544,18.432994118030347,4ba3b8d7f964a5204b5838e3,Simons Town,10,No Rating Yet
234,Quarterdeck Restaurant,Café,40,-34.19293419990403,18.433595773445436,4c4c26e2f7cc1b8dc692e540,Simons Town,10,No Rating Yet
235,The HarbourView Coffee Shop,Coffee Shop,87,-34.19302131399117,18.432333091972755,4d19e19d85fc6dcb50dec04e,Simons Town,9,No Rating Yet
236,Quayside Waterfront Centre,Harbor / Marina,71,-34.19299063538217,18.43252658843994,4d6f8a5db73bb1f782edab72,Simons Town,3,No Rating Yet
237,Simons Town Waterfront,Harbor / Marina,109,-34.19247,18.432446,57e6a86b498e04f9a93401eb,Simons Town,8,No Rating Yet
238,JB's Ice Cream Parlor,Ice Cream Shop,80,-34.193271289703624,18.43240048609736,4f06c203e4b0e624d54e6c2a,Simons Town,1,No Rating Yet
239,Tasty Table,Bistro,44,-34.193523,18.433023000000002,5958ccb22be425119f681e51,Simons Town,1,No Rating Yet
240,Simon's Town Quayside Hotel,Hotel,29,-34.1931494,18.4329507,4f07ed76e4b05dd3a2a02973,Simons Town,1,No Rating Yet
241,uberall,Advertising Agency,62,-34.19356083,18.43376704,599b739966fc650779e2b50d,Simons Town,0,No Rating Yet
242,False Bay Yacht Club,Harbor / Marina,111,-34.19238550544632,18.434002963488734,4cd1a4bb5b5ca35da3bf82f0,Simons Town,6,No Rating Yet
243,Heather Auer Art & Sculpture,Art Gallery,74,-34.19284864566948,18.43256950378418,4c5bc21799ff76b0bbd4a69e,Simons Town,2,No Rating Yet
244,Simon's Town Musem,History Museum,593,-34.191082628639904,18.427344560623172,4d6f831327316ea873ecb0aa,Simons Town,0,No Rating Yet
245,Mariner Guest House,Bed & Breakfast,690,-34.195919119891144,18.4399938583374,4d75f5b8b7f82c0f7e168238,Simons Town,4,No Rating Yet
246,Long Beach,Beach,930,-34.187365515146915,18.426002242282127,4d7778709ee9a35d66dfb2f8,Simons Town,3,No Rating Yet
247,Woolworths,Supermarket,161,-34.04299074269613,18.357395657275863,4cd81d427d454688bafae9ed,Hout Bay,25,No Rating Yet
248,Hout Bay Coffee,Coffee Shop,309,-34.04295135647409,18.35899597303181,54bcf32a498e5ac87c42eb86,Hout Bay,15,No Rating Yet
249,Cheyne's,Mediterranean Restaurant,427,-34.04446461706228,18.359975213155245,517fff56e4b085cc8e56e30b,Hout Bay,19,No Rating Yet
250,Hout Bay Beach,Beach,514,-34.04618111413202,18.35979558901334,4d170e38816af04d82b64cc2,Hout Bay,46,No Rating Yet
251,Hout Bay Craft Market,Arts & Crafts Store,450,-34.0424896920421,18.360471725463867,4ba5e990f964a520f32839e3,Hout Bay,6,No Rating Yet
252,Mariner's Wharf,Harbor / Marina,825,-34.047480792528894,18.34842972434071,4d1477cbbb488cfaed3097d4,Hout Bay,124,No Rating Yet
253,Dunes,Seafood Restaurant,374,-34.045606579953535,18.358335754108964,4b9ba93df964a520c31736e3,Hout Bay,70,No Rating Yet
254,Hout Bay Manor,Hotel Bar,469,-34.043131309400664,18.360734271088468,4b9cc27cf964a520337a36e3,Hout Bay,4,No Rating Yet
255,Posticino Ristorante Hout Bay,Italian Restaurant,696,-34.0466336096008,18.361875758350227,52a8c1ef11d25bb03486a1f8,Hout Bay,8,No Rating Yet
256,Dario's,Italian Restaurant,454,-34.04351904415244,18.35073936915457,4b63e77ef964a52075962ae3,Hout Bay,13,No Rating Yet
257,Pakalolo,Restaurant,701,-34.046470126431586,18.362060332083125,4b9246aaf964a52086ef33e3,Hout Bay,13,No Rating Yet
258,Casareccio,Italian Restaurant,616,-34.04585538508249,18.361440740525726,4b633d3ef964a520cb6c2ae3,Hout Bay,12,No Rating Yet
259,The Wharfside Grill,Seafood Restaurant,819,-34.0474072683435,18.348444593821945,4d0cbcaa8010548114331a96,Hout Bay,23,No Rating Yet
260,Trattoria Luigi,Italian Restaurant,334,-34.043694,18.359197,4b8e98caf964a520e92a33e3,Hout Bay,1,No Rating Yet
261,Chapmans Peak Hotel,Hotel,705,-34.046943236781225,18.361717746156163,4b656e3af964a5205ef02ae3,Hout Bay,58,No Rating Yet
262,Ragafellows,Steakhouse,334,-34.043785395112096,18.35916980243097,52b33531498eaff70f1be607,Hout Bay,3,No Rating Yet
263,Deli Delish,Deli / Bodega,507,-34.04559709869473,18.360247630701114,4b66cf2ff964a520ac2b2be3,Hout Bay,4,No Rating Yet
264,Hout Bay Spar,Supermarket,563,-34.0405,18.3504,4ce7a966595cb1f722ebc314,Hout Bay,15,No Rating Yet
265,Mainstream Shopping Centre,Shopping Mall,375,-34.045605910509536,18.35835954923283,4bb60ad846d4a5933098c5c0,Hout Bay,4,No Rating Yet
266,Spiro's Greek Restaurant,Greek Restaurant,548,-34.045134082551286,18.361060080798865,4cfa26fdfeec6dcbb0f63d36,Hout Bay,24,No Rating Yet
267,Ocean basket,Seafood Restaurant,559,-34.04430814665536,18.349759967224983,4d0a4c7c5edd5481e7e3049b,Hout Bay,0,No Rating Yet
268,Delish Houtbay,Bistro,503,-34.045546,18.360227,537c8b32498ee27a2f7b1624,Hout Bay,5,No Rating Yet
269,Ocean Basket,Seafood Restaurant,577,-34.04532731806308,18.3612905283484,4c696d0e0e98a59303632459,Hout Bay,0,No Rating Yet
270,Bugatti's Trattoria,Pizza Place,554,-34.04078137019706,18.350322000452415,50afa5aee4b00a661c335a62,Hout Bay,7,No Rating Yet
271,Ta-Da Creperie & Coffee Bar,Coffee Shop,513,-34.04185813915021,18.35028144132193,5076767fe4b0d316330e9649,Hout Bay,6,No Rating Yet
272,KFC,Fast Food Restaurant,483,-34.0419,18.3506,4c6c235ba437224ba48429b1,Hout Bay,0,No Rating Yet
273,Gabriella's,Coffee Shop,160,-34.042346190564594,18.35713600409748,4e6b293d88772457c4c569f6,Hout Bay,0,No Rating Yet
274,W Café,Café,173,-34.04290189430646,18.3575068382022,500c0a9ae4b098bae33d1366,Hout Bay,0,No Rating Yet
275,Clicks,Department Store,176,-34.04268020949131,18.357491453381513,4e75d9fcd4c0934472103b29,Hout Bay,0,No Rating Yet
276,Seafood Bistro,Seafood Restaurant,827,-34.047415,18.348345000000002,4d87363d02eb5481ec9765f5,Hout Bay,3,No Rating Yet
277,Woodcutters Arms,Pub,332,-34.043229486420074,18.359246557684504,51a0f365498ee67d837d21c5,Hout Bay,5,No Rating Yet
278,Ice Dream,Ice Cream Shop,339,-34.043856291204094,18.35921036263706,4bd45477462cb7136602e007,Hout Bay,2,No Rating Yet
279,Checkers,Grocery Store,352,-34.044466272212354,18.359082887720138,4e60769652b1260c1241f62a,Hout Bay,0,No Rating Yet
280,La Cabane,Restaurant,444,-34.045,18.359878,4da170677ccc816e54fa527b,Hout Bay,0,No Rating Yet
281,The Workshop,Pub,539,-34.044895000000004,18.361079,4b641deaf964a520d39f2ae3,Hout Bay,1,No Rating Yet
282,The Vine,Coffee Shop,576,-34.045528000000004,18.361156,5abe3b0a8c812a75b8ec79ac,Hout Bay,2,No Rating Yet
283,"Sushi Zone, Hout Bay",Sushi Restaurant,646,-34.046058833901704,18.36166716140094,4d25d303bcc1224bfb2d941b,Hout Bay,1,No Rating Yet
284,Vida E Caffè,Coffee Shop,647,-34.04683046218402,18.36101700388365,4ed87e12d3e346be320033ad,Hout Bay,4,No Rating Yet
285,Thai Cafe,Asian Restaurant,658,-34.045881,18.361937,4bbcbf9fa8cf76b0dde3b0fd,Hout Bay,2,No Rating Yet
286,Muriel's munchies,Seafood Restaurant,904,-34.04808754786446,18.347905843684472,4de8e558227148fcea3a6010,Hout Bay,3,No Rating Yet
287,Green Point Urban Park,Park,375,-33.90555738278987,18.40221851536896,4d9dc1d6c593a1cdef2b6719,Green Point,109,No Rating Yet
288,Giovanni's Deliworld,Bakery,527,-33.90782184808231,18.40972751775552,4b51863af964a520ed4e27e3,Green Point,159,No Rating Yet
289,Virgin Active Health Club,Gym,361,-33.90633773128665,18.402970923638318,4b4c2b05f964a52025af26e3,Green Point,103,No Rating Yet
290,Cape Town Stadium,Stadium,467,-33.904078101012956,18.411027109916294,4c049d8d302295213dc9de81,Green Point,199,No Rating Yet
291,Mouille Point Promenade,Pedestrian Plaza,561,-33.899558054838174,18.403773307800293,4e1db702922e8d173063b3c3,Green Point,49,No Rating Yet
292,Jason Bakery,Bakery,627,-33.90814555679022,18.410891348801574,5a2cf00b35f9833b4ce7d183,Green Point,25,No Rating Yet
293,Green Point Lighthouse,Lighthouse,641,-33.90140139307377,18.399943113327023,4c2da6ffe307d13ac02f0eda,Green Point,50,No Rating Yet
294,Big Route Gourmet Pizzeria,Pizza Place,500,-33.90777064392352,18.409355365419817,500ec06be4b0bfdb6d36afd4,Green Point,50,No Rating Yet
295,Rocomamas,Burger Joint,489,-33.907756180031576,18.40918560395864,4bae48b1f964a5201d9d3be3,Green Point,49,No Rating Yet
296,Cabrito,Bar,647,-33.90831531811706,18.41098194413961,520bc1a011d235a4fadfa1ac,Green Point,31,No Rating Yet
297,The Hussar Grill,Steakhouse,666,-33.9040106465762,18.398758440541393,5676faab498e7758023b13ef,Green Point,63,No Rating Yet
298,El Burro,Mexican Restaurant,653,-33.90839898887066,18.41097445637066,4d0a3452454c6dcbd26e3d8e,Green Point,144,No Rating Yet
299,UpperBloem,Restaurant,698,-33.908406,18.411642999999998,5b11ac0467f62b002c41022c,Green Point,6,No Rating Yet
300,The Creamery Cafe,Ice Cream Shop,634,-33.90396477935081,18.399109667591485,5659d141498e7481a32d3947,Green Point,32,No Rating Yet
301,Atlantic Point Backpackers Lodge,Hotel,780,-33.90948577917452,18.411593014769963,4d320925c75a6ea8803e0aae,Green Point,15,No Rating Yet
302,Grand Cafe and Beach,Café,569,-33.90553,18.411939999999998,4be254e22fc7d13a6d5e083a,Green Point,186,No Rating Yet
303,nü,Juice Bar,838,-33.909010104495145,18.41301459647644,5412b432498eac1f78dbfcaf,Green Point,25,No Rating Yet
304,Gelato Mania,Ice Cream Shop,695,-33.90853352619647,18.411449225286262,4c03dc360d0e0f47a518039a,Green Point,34,No Rating Yet
305,Oranjezicht Farmers Market,Farmers Market,870,-33.902330556314176,18.415097942270673,557c0711498edbe4da8f6b7a,Green Point,64,No Rating Yet
306,Cape Point Lighthouse,Lighthouse,825,-33.9090503289127,18.412788856138288,5475e1cc498e6bd4fc31f250,Green Point,9,No Rating Yet
